Pathway_ID	Pathway_Name	Accession_Count	Accessions
Reactome: R-HSA-425397	Transport of vitamins, nucleosides, and related molecules	2	Dcitr02g0957011;Dcitr02g0959011
Reactome: R-HSA-73772	RNA Polymerase I Promoter Escape	35	Dcitr01g1676011;Dcitr01g1675011;Dcitr01g1192011;Dcitr03g1278012;Dcitr05g1577011;Dcitr00g0818011;Dcitr01g1787011;Dcitr01g1677011;Dcitr04g1187011;Dcitr01g1336011;Dcitr05g1580011;Dcitr04g0617011;Dcitr01g0867011;Dcitr00g0320011;Dcitr05g0904011;Dcitr03g1278011;Dcitr01g1475011;Dcitr01g1681012;Dcitr03g0801011;Dcitr00g1068011;Dcitr00g0947011;Dcitr02g1881011;Dcitr13g0291011;Dcitr02g1880011;Dcitr02g1988011;Dcitr04g0402011;Dcitr03g1951011;Dcitr00g0319011;Dcitr02g0681011;Dcitr12g0603011;Dcitr01g1681011;Dcitr05g0902011;Dcitr01g0865011;Dcitr04g0619011;Dcitr04g0398011
Reactome: R-HSA-3656532	TGFBR1 KD Mutants in Cancer	1	Dcitr05g0606011
Reactome: R-HSA-174084	Autodegradation of Cdh1 by Cdh1:APC/C	85	Dcitr05g0453011;Dcitr02g1444011;Dcitr06g1296011;Dcitr02g0738011;Dcitr06g0539011;Dcitr02g1815011;Dcitr09g0188011;Dcitr00g0877011;Dcitr00g1173011;Dcitr03g1691011;Dcitr03g1467011;Dcitr04g1203011;Dcitr06g0669011;Dcitr00g0535011;Dcitr07g0908011;Dcitr06g0639011;Dcitr03g1458011;Dcitr04g1412011;Dcitr02g1206011;Dcitr02g1455011;Dcitr06g1291011;Dcitr03g0471011;Dcitr09g0184011;Dcitr04g1433011;Dcitr06g1501011;Dcitr03g1691012;Dcitr06g1498011;Dcitr09g0970011;Dcitr04g1223011;Dcitr02g0589011;Dcitr06g0539013;Dcitr05g0452011;Dcitr00g1365011;Dcitr09g0968011;Dcitr02g1812011;Dcitr01g0474011;Dcitr04g1378011;Dcitr01g1647011;Dcitr09g0755011;Dcitr06g0497011;Dcitr06g0638011;Dcitr04g1246011;Dcitr06g1229011;Dcitr00g1280011;Dcitr10g0292012;Dcitr02g1483011;Dcitr06g0379011;Dcitr09g0760011;Dcitr07g0910011;Dcitr00g1450011;Dcitr09g0730011;Dcitr05g1471011;Dcitr06g0478011;Dcitr06g0539012;Dcitr03g0872011;Dcitr03g0469011;Dcitr06g0382011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g1689011;Dcitr05g1464011;Dcitr03g0869011;Dcitr02g1799011;Dcitr06g0536011;Dcitr03g1691013;Dcitr05g1011011;Dcitr01g1242011;Dcitr02g0591011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g1801011;Dcitr02g0728011;Dcitr04g0369011;Dcitr03g1691014;Dcitr10g0294011;Dcitr03g0366011;Dcitr03g0873011;Dcitr01g0481011;Dcitr04g0395011;Dcitr10g0292011;Dcitr02g1200011;Dcitr09g0754011;Dcitr00g0826011;Dcitr05g1014011;Dcitr02g1456011
Reactome: R-HSA-1660516	Synthesis of PIPs at the early endosome membrane	9	Dcitr03g1623011;Dcitr05g1028011;Dcitr13g0312011;Dcitr05g1021011;Dcitr13g0341011;Dcitr05g1028012;Dcitr03g1630011;Dcitr13g0341012;Dcitr05g1027011
Reactome: R-HSA-5661270	Formation of xylulose-5-phosphate	2	Dcitr07g0471011;Dcitr07g0472011
Reactome: R-HSA-193648	NRAGE signals death through JNK	27	Dcitr02g0912011;Dcitr05g1505011;Dcitr08g0490011;Dcitr01g0281011;Dcitr05g0815014;Dcitr01g1255011;Dcitr02g1944011;Dcitr04g0156011;Dcitr04g0148011;Dcitr08g0490013;Dcitr04g0148014;Dcitr05g0815011;Dcitr05g1504013;Dcitr04g0148013;Dcitr08g0490012;Dcitr01g1174011;Dcitr05g0815015;Dcitr02g1944012;Dcitr05g0815013;Dcitr05g0809011;Dcitr02g0913011;Dcitr02g0911011;Dcitr04g0148012;Dcitr08g0354011;Dcitr05g0815012;Dcitr05g1504011;Dcitr05g1504012
Reactome: R-HSA-1614635	Sulfur amino acid metabolism	8	Dcitr04g0130011;Dcitr04g0758011;Dcitr04g0128011;Dcitr04g0748011;Dcitr00g1322011;Dcitr00g0957011;Dcitr04g0132012;Dcitr04g0132011
Reactome: R-HSA-8948216	Collagen chain trimerization	6	Dcitr12g0105013;Dcitr00g0159011;Dcitr00g0160011;Dcitr12g0103011;Dcitr12g0105012;Dcitr12g0105011
Reactome: R-HSA-9614399	Regulation of localization of FOXO transcription factors	2	Dcitr06g1422011;Dcitr06g1422012
Reactome: R-HSA-5467348	Truncations of AMER1 destabilize the destruction complex	7	Dcitr03g0351011;Dcitr03g1509011;Dcitr03g1095011;Dcitr03g1505011;Dcitr07g1279011;Dcitr03g0348011;Dcitr03g1094011
Reactome: R-HSA-166166	MyD88-independent TLR4 cascade	7	Dcitr00g0465012;Dcitr00g0672011;Dcitr00g0530011;Dcitr00g0465011;Dcitr00g0531011;Dcitr00g0671011;Dcitr00g0465013
Reactome: R-HSA-1251985	Nuclear signaling by ERBB4	7	Dcitr03g0866011;Dcitr01g0955012;Dcitr04g0459011;Dcitr01g0955011;Dcitr08g1008011;Dcitr10g0120011;Dcitr02g0528011
Reactome: R-HSA-8964046	VLDL clearance	7	Dcitr13g0246011;Dcitr05g1031011;Dcitr01g0566011;Dcitr05g1032011;Dcitr08g0932011;Dcitr00g1357011;Dcitr08g0935011
Reactome: R-HSA-68689	CDC6 association with the ORC:origin complex	11	Dcitr01g0511011;Dcitr04g0858011;Dcitr09g0894011;Dcitr01g0250011;Dcitr09g0889011;Dcitr04g0863011;Dcitr01g0251011;Dcitr04g0862011;Dcitr02g1456011;Dcitr04g0250011;Dcitr00g0413011
Reactome: R-HSA-4420332	Defective B3GALT6 causes EDSP2 and SEMDJL1	4	Dcitr01g1853011;Dcitr09g0467011;Dcitr09g0437011;Dcitr09g0438011
Reactome: R-HSA-1963642	PI3K events in ERBB2 signaling	1	Dcitr08g1008011
Reactome: R-HSA-8939211	ESR-mediated signaling	3	Dcitr06g1446011;Dcitr03g1637011;Dcitr10g0993011
Reactome: R-HSA-5693554	Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)	28	Dcitr07g0881011;Dcitr01g2066011;Dcitr05g0508011;Dcitr12g0173011;Dcitr02g1160011;Dcitr03g0970011;Dcitr01g2059011;Dcitr05g0235011;Dcitr01g1977011;Dcitr03g1081011;Dcitr03g1203011;Dcitr05g0510011;Dcitr04g1038011;Dcitr02g0802011;Dcitr03g1197011;Dcitr02g1196011;Dcitr12g0594012;Dcitr12g0594011;Dcitr04g1105011;Dcitr01g2059012;Dcitr08g0964011;Dcitr03g0968011;Dcitr03g0972011;Dcitr03g1087011;Dcitr04g0165011;Dcitr05g0509011;Dcitr04g0165012;Dcitr00g0448011
Reactome: R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	4	Dcitr00g1146011;Dcitr02g1483011;Dcitr00g0877011;Dcitr04g1378011
Reactome: R-HSA-983189	Kinesins	48	Dcitr02g0480011;Dcitr10g0773011;Dcitr07g0749011;Dcitr01g1114011;Dcitr06g1439012;Dcitr01g1971011;Dcitr02g1267011;Dcitr04g0423011;Dcitr10g0255011;Dcitr03g1650011;Dcitr02g1092011;Dcitr02g0864011;Dcitr01g0807011;Dcitr05g0224011;Dcitr13g0397012;Dcitr06g0120011;Dcitr02g1565011;Dcitr02g0865011;Dcitr07g0746011;Dcitr01g0918011;Dcitr03g0565011;Dcitr10g1073011;Dcitr01g1496011;Dcitr09g0265011;Dcitr01g0796011;Dcitr01g0798011;Dcitr05g1470011;Dcitr01g1500011;Dcitr01g2186011;Dcitr03g0169011;Dcitr03g1513011;Dcitr04g0107011;Dcitr06g1439011;Dcitr02g0477011;Dcitr02g1094011;Dcitr01g2182011;Dcitr05g0757011;Dcitr05g0226011;Dcitr05g0227011;Dcitr01g2184011;Dcitr13g0390011;Dcitr09g0270011;Dcitr02g1095011;Dcitr10g0266011;Dcitr03g0993011;Dcitr05g0755011;Dcitr13g0397011;Dcitr08g0368011
Reactome: R-HSA-5656121	Translesion synthesis by POLI	19	Dcitr01g1393011;Dcitr04g0487011;Dcitr00g0877011;Dcitr01g1930011;Dcitr01g1400012;Dcitr06g0231011;Dcitr01g1190011;Dcitr01g1400011;Dcitr06g0229011;Dcitr02g0720011;Dcitr01g1600011;Dcitr04g1067011;Dcitr02g1483011;Dcitr01g1394011;Dcitr01g1189011;Dcitr06g0207011;Dcitr00g1146011;Dcitr03g1972011;Dcitr04g1378011
Reactome: R-HSA-5609978	Defective GALT can cause Galactosemia	2	Dcitr00g0215011;Dcitr00g0218011
Reactome: R-HSA-2408522	Selenoamino acid metabolism	13	Dcitr02g0675011;Dcitr06g0660011;Dcitr06g0658011;Dcitr02g1976011;Dcitr10g1022011;Dcitr03g1538011;Dcitr02g0678011;Dcitr10g1014011;Dcitr04g0549011;Dcitr06g1046011;Dcitr06g1137011;Dcitr06g1064011;Dcitr06g1141011
Reactome: R-HSA-432040	Vasopressin regulates renal water homeostasis via Aquaporins	15	Dcitr09g0711011;Dcitr06g1289011;Dcitr08g0132011;Dcitr02g0872011;Dcitr02g1669011;Dcitr02g0868011;Dcitr05g0864011;Dcitr07g0795011;Dcitr12g0296012;Dcitr01g0428011;Dcitr04g0351011;Dcitr05g0861011;Dcitr02g1670011;Dcitr09g0710011;Dcitr12g0296013
Reactome: R-HSA-8849175	Threonine catabolism	2	Dcitr08g0916011;Dcitr12g0258011
Reactome: R-HSA-380994	ATF4 activates genes in response to endoplasmic reticulum stress	29	Dcitr03g1394011;Dcitr10g0135011;Dcitr11g0987011;Dcitr07g0441014;Dcitr03g1475012;Dcitr06g1475011;Dcitr02g0707011;Dcitr07g1140011;Dcitr06g0607011;Dcitr03g1475011;Dcitr04g1697011;Dcitr03g1877011;Dcitr00g1231011;Dcitr07g0441012;Dcitr07g0450011;Dcitr06g1485011;Dcitr09g0187011;Dcitr07g0441011;Dcitr07g1138011;Dcitr09g0191011;Dcitr03g1474011;Dcitr03g1392011;Dcitr04g1699011;Dcitr07g0441015;Dcitr03g0472011;Dcitr07g0441013;Dcitr00g1087011;Dcitr03g1474012;Dcitr09g0214011
Reactome: R-HSA-9634635	Estrogen-stimulated signaling through PRKCZ	1	Dcitr10g0643011
Reactome: R-HSA-389661	Glyoxylate metabolism and glycine degradation	34	Dcitr08g0420011;Dcitr01g0420011;Dcitr03g0558011;Dcitr06g1540011;Dcitr00g0743011;Dcitr01g0164011;Dcitr06g1213011;Dcitr03g1687011;Dcitr03g0559011;Dcitr06g0737011;Dcitr00g0857011;Dcitr01g0524011;Dcitr10g1000011;Dcitr00g1126011;Dcitr06g0733011;Dcitr04g1630011;Dcitr06g1544011;Dcitr01g1950011;Dcitr10g1007011;Dcitr06g0741011;Dcitr08g0462011;Dcitr03g1690011;Dcitr05g1609011;Dcitr06g1534011;Dcitr01g1936011;Dcitr06g1142011;Dcitr00g1039011;Dcitr10g0189011;Dcitr10g0905012;Dcitr05g1615011;Dcitr08g0418011;Dcitr01g0421011;Dcitr10g0905011;Dcitr06g1144011
Reactome: R-HSA-1236978	Cross-presentation of soluble exogenous antigens (endosomes)	72	Dcitr03g1691011;Dcitr04g1203011;Dcitr06g0669011;Dcitr09g0188011;Dcitr00g1173011;Dcitr06g0539011;Dcitr02g0738011;Dcitr06g1296011;Dcitr02g1444011;Dcitr05g0453011;Dcitr09g0184011;Dcitr03g0471011;Dcitr06g1291011;Dcitr04g1412011;Dcitr02g1455011;Dcitr02g1206011;Dcitr03g0908011;Dcitr06g0639011;Dcitr00g0535011;Dcitr09g0968011;Dcitr00g1365011;Dcitr05g0452011;Dcitr01g0474011;Dcitr02g0589011;Dcitr04g1223011;Dcitr09g0970011;Dcitr06g0539013;Dcitr03g1691012;Dcitr04g1433011;Dcitr03g0914011;Dcitr06g0497011;Dcitr06g0638011;Dcitr01g1647011;Dcitr09g0755011;Dcitr06g0539012;Dcitr06g0478011;Dcitr00g1450011;Dcitr09g0760011;Dcitr05g1471011;Dcitr09g0730011;Dcitr10g0292012;Dcitr06g0379011;Dcitr06g0536011;Dcitr03g1691013;Dcitr03g1689011;Dcitr03g0900011;Dcitr05g1464011;Dcitr03g0869011;Dcitr02g1799011;Dcitr06g0382011;Dcitr03g0469011;Dcitr06g0670011;Dcitr03g0872011;Dcitr02g0728011;Dcitr02g1801011;Dcitr04g0369011;Dcitr06g0480011;Dcitr00g1531011;Dcitr02g0591011;Dcitr01g1242011;Dcitr03g0901011;Dcitr02g1456011;Dcitr04g0395011;Dcitr01g0481011;Dcitr10g0292011;Dcitr03g0873011;Dcitr00g0826011;Dcitr02g1200011;Dcitr09g0754011;Dcitr10g0294011;Dcitr03g0366011;Dcitr03g1691014
Reactome: R-HSA-74749	Signal attenuation	1	Dcitr10g0993011
Reactome: R-HSA-71288	Creatine metabolism	1	Dcitr01g1796011
Reactome: R-HSA-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	6	Dcitr07g0600011;Dcitr00g1146011;Dcitr07g0607011;Dcitr04g1378011;Dcitr00g0877011;Dcitr02g1483011
Reactome: R-HSA-1250347	SHC1 events in ERBB4 signaling	1	Dcitr08g1008011
Reactome: R-HSA-5675482	Regulation of necroptotic cell death	4	Dcitr00g1146011;Dcitr02g1483011;Dcitr00g0877011;Dcitr04g1378011
Reactome: R-HSA-174430	Telomere C-strand synthesis initiation	18	Dcitr03g0453011;Dcitr03g1464011;Dcitr02g0588011;Dcitr03g0434011;Dcitr03g1465011;Dcitr03g0435011;Dcitr05g1005011;Dcitr13g0336011;Dcitr03g1453011;Dcitr13g0338011;Dcitr03g0455011;Dcitr02g0595011;Dcitr02g0593011;Dcitr00g0505011;Dcitr03g0454011;Dcitr05g1019011;Dcitr13g0316011;Dcitr03g0433011
Reactome: R-HSA-111459	Activation of caspases through apoptosome-mediated cleavage	6	Dcitr01g1474011;Dcitr10g0902011;Dcitr00g0534011;Dcitr10g0904011;Dcitr06g0496011;Dcitr06g0495011
Reactome: R-HSA-390471	Association of TriC/CCT with target proteins during biosynthesis	25	Dcitr02g0673011;Dcitr01g0798011;Dcitr01g0796011;Dcitr11g0949011;Dcitr02g0672011;Dcitr11g0793011;Dcitr06g0897011;Dcitr03g0119011;Dcitr01g0531011;Dcitr03g0566011;Dcitr11g0787011;Dcitr05g1353011;Dcitr03g0119012;Dcitr00g0795011;Dcitr00g0441011;Dcitr03g1869011;Dcitr02g0238011;Dcitr02g0665011;Dcitr04g1210011;Dcitr04g1210012;Dcitr02g0671011;Dcitr03g0562011;Dcitr01g0807011;Dcitr02g0236011;Dcitr11g0306011
Reactome: R-HSA-3295583	TRP channels	11	Dcitr06g0273011;Dcitr02g0489011;Dcitr02g1113011;Dcitr06g0913011;Dcitr03g0591011;Dcitr06g0368011;Dcitr02g1545011;Dcitr02g1117011;Dcitr02g1119011;Dcitr02g0488011;Dcitr06g0369011
Reactome: R-HSA-1483166	Synthesis of PA	27	Dcitr07g0548012;Dcitr00g0525011;Dcitr03g1426011;Dcitr10g0257011;Dcitr00g0321011;Dcitr10g0808011;Dcitr07g0972011;Dcitr03g1421011;Dcitr01g2236011;Dcitr01g2235011;Dcitr10g0926011;Dcitr08g0688011;Dcitr04g0978011;Dcitr07g0971011;Dcitr01g1258011;Dcitr04g0682011;Dcitr10g1069011;Dcitr03g1628011;Dcitr03g1626011;Dcitr04g0683011;Dcitr03g1422011;Dcitr04g1331011;Dcitr10g0924011;Dcitr07g0548011;Dcitr07g0550011;Dcitr10g0265011;Dcitr04g0685011
Reactome: R-HSA-5083635	Defective B3GALTL causes Peters-plus syndrome (PpS)	21	Dcitr11g0880011;Dcitr03g1529011;Dcitr03g1953011;Dcitr03g1623011;Dcitr13g0429011;Dcitr08g0355011;Dcitr03g1828011;Dcitr05g0343011;Dcitr00g1276011;Dcitr08g0388011;Dcitr03g1525011;Dcitr02g1858011;Dcitr03g1527011;Dcitr02g0121011;Dcitr03g1999011;Dcitr02g0475011;Dcitr03g1826011;Dcitr05g0344011;Dcitr03g1629011;Dcitr11g0878011;Dcitr02g0473011
Reactome: R-HSA-156584	Cytosolic sulfonation of small molecules	5	Dcitr12g0176011;Dcitr12g0176015;Dcitr12g0176013;Dcitr12g0176014;Dcitr12g0176012
Reactome: R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	34	Dcitr05g1302011;Dcitr03g0490011;Dcitr01g1474011;Dcitr02g1701014;Dcitr02g1701013;Dcitr01g1215011;Dcitr06g0740011;Dcitr06g0496011;Dcitr05g1303011;Dcitr01g0621011;Dcitr01g0896011;Dcitr02g1701011;Dcitr00g0534011;Dcitr03g0487011;Dcitr06g0734011;Dcitr11g0870011;Dcitr03g0489012;Dcitr02g0201011;Dcitr01g0895011;Dcitr03g1112011;Dcitr03g0493011;Dcitr00g0349011;Dcitr08g0780011;Dcitr10g0902011;Dcitr02g0127011;Dcitr02g0525011;Dcitr02g1701012;Dcitr02g0514011;Dcitr02g0521011;Dcitr01g0621012;Dcitr12g0290011;Dcitr10g0904011;Dcitr06g0495011;Dcitr00g0850011
Reactome: R-HSA-1222556	ROS and RNS production in phagocytes	38	Dcitr03g1973011;Dcitr09g0873012;Dcitr09g0253011;Dcitr02g0153011;Dcitr09g0873011;Dcitr07g0432011;Dcitr06g0911011;Dcitr11g0881011;Dcitr07g0692011;Dcitr12g0858011;Dcitr02g0156012;Dcitr00g0640011;Dcitr04g0693011;Dcitr12g0856011;Dcitr01g0124011;Dcitr02g0156014;Dcitr02g0156015;Dcitr09g0203011;Dcitr07g0693011;Dcitr06g1110011;Dcitr10g0322011;Dcitr09g0873014;Dcitr02g0156013;Dcitr00g0488011;Dcitr00g0641011;Dcitr00g0632011;Dcitr00g0642011;Dcitr09g0210011;Dcitr09g0873013;Dcitr06g1111011;Dcitr05g0589011;Dcitr02g0156011;Dcitr00g0780011;Dcitr10g0323011;Dcitr09g0250011;Dcitr07g0433011;Dcitr01g0123011;Dcitr07g0167011
Reactome: R-HSA-4755609	Defective DHDDS causes retinitis pigmentosa 59	2	Dcitr05g0871011;Dcitr05g0875011
Reactome: R-HSA-383280	Nuclear Receptor transcription pathway	43	Dcitr10g0380011;Dcitr02g1433011;Dcitr08g0245011;Dcitr12g0777011;Dcitr09g0483011;Dcitr03g0261011;Dcitr08g0245012;Dcitr05g0110011;Dcitr09g0482011;Dcitr10g0383011;Dcitr01g1684012;Dcitr05g0113011;Dcitr05g0109011;Dcitr11g0826011;Dcitr09g0479011;Dcitr07g0816011;Dcitr04g0506011;Dcitr04g0245012;Dcitr00g1174011;Dcitr13g0655011;Dcitr12g0777012;Dcitr03g0266011;Dcitr02g1953011;Dcitr08g0179011;Dcitr08g0245014;Dcitr03g0265011;Dcitr04g0245011;Dcitr05g1216011;Dcitr12g0781011;Dcitr05g1215011;Dcitr03g0476011;Dcitr01g0746011;Dcitr10g0386011;Dcitr02g0165011;Dcitr01g1684011;Dcitr09g0480011;Dcitr08g0406011;Dcitr12g0782011;Dcitr12g0782012;Dcitr09g0477011;Dcitr08g0245013;Dcitr05g0111011;Dcitr05g1217011
Reactome: R-HSA-75815	Ubiquitin-dependent degradation of Cyclin D	78	Dcitr03g0914011;Dcitr04g1433011;Dcitr03g1691012;Dcitr06g0539013;Dcitr02g0589011;Dcitr04g1223011;Dcitr09g0970011;Dcitr01g0474011;Dcitr05g0452011;Dcitr00g1365011;Dcitr09g0968011;Dcitr04g1378011;Dcitr09g0755011;Dcitr01g1647011;Dcitr06g0638011;Dcitr06g0497011;Dcitr03g1509011;Dcitr06g1296011;Dcitr05g0453011;Dcitr02g1444011;Dcitr03g1505011;Dcitr06g0539011;Dcitr02g0738011;Dcitr00g0877011;Dcitr00g1173011;Dcitr09g0188011;Dcitr06g0669011;Dcitr04g1203011;Dcitr03g1691011;Dcitr00g0535011;Dcitr06g0639011;Dcitr03g0908011;Dcitr02g1206011;Dcitr02g1455011;Dcitr04g1412011;Dcitr06g1291011;Dcitr09g0184011;Dcitr03g0471011;Dcitr01g1242011;Dcitr02g0591011;Dcitr00g1531011;Dcitr06g0480011;Dcitr04g0369011;Dcitr02g1801011;Dcitr02g0728011;Dcitr03g1691014;Dcitr03g0366011;Dcitr10g0294011;Dcitr09g0754011;Dcitr02g1200011;Dcitr00g0826011;Dcitr03g0873011;Dcitr04g0395011;Dcitr10g0292011;Dcitr01g0481011;Dcitr02g1456011;Dcitr03g0901011;Dcitr02g1483011;Dcitr06g0379011;Dcitr10g0292012;Dcitr09g0730011;Dcitr05g1471011;Dcitr09g0760011;Dcitr00g1450011;Dcitr06g0478011;Dcitr06g0539012;Dcitr03g0872011;Dcitr06g0670011;Dcitr00g1146011;Dcitr03g0469011;Dcitr06g0382011;Dcitr05g1464011;Dcitr03g0869011;Dcitr02g1799011;Dcitr03g0900011;Dcitr03g1689011;Dcitr03g1691013;Dcitr06g0536011
Reactome: R-HSA-5654733	Negative regulation of FGFR4 signaling	5	Dcitr00g0877011;Dcitr02g1483011;Dcitr10g0993011;Dcitr04g1378011;Dcitr00g1146011
Reactome: R-HSA-196819	Vitamin B1 (thiamin) metabolism	4	Dcitr00g0769011;Dcitr07g0587011;Dcitr12g0794011;Dcitr07g0581011
Reactome: R-HSA-2559584	Formation of Senescence-Associated Heterochromatin Foci (SAHF)	3	Dcitr05g1633011;Dcitr04g1652011;Dcitr04g1649011
Reactome: R-HSA-176974	Unwinding of DNA	30	Dcitr11g0137011;Dcitr02g0472011;Dcitr07g1122011;Dcitr03g1470011;Dcitr00g1443011;Dcitr13g0673011;Dcitr00g0381011;Dcitr01g1693011;Dcitr02g1432011;Dcitr00g1508011;Dcitr13g0331011;Dcitr07g1118011;Dcitr03g0961011;Dcitr03g0960011;Dcitr01g1692011;Dcitr04g1332011;Dcitr13g0320011;Dcitr11g0137012;Dcitr09g0134011;Dcitr13g0332011;Dcitr00g0456011;Dcitr09g0135011;Dcitr04g1332012;Dcitr09g0555011;Dcitr09g0557011;Dcitr03g1469011;Dcitr07g1120011;Dcitr03g0959011;Dcitr00g0456012;Dcitr09g0128011
Reactome: R-HSA-2028269	Signaling by Hippo	6	Dcitr11g0370012;Dcitr01g1980011;Dcitr11g0374011;Dcitr11g0370011;Dcitr01g1982011;Dcitr01g2072011
Reactome: R-HSA-112382	Formation of RNA Pol II elongation complex	62	Dcitr00g0849011;Dcitr02g0681011;Dcitr01g1476011;Dcitr00g0319011;Dcitr03g1951011;Dcitr05g0914011;Dcitr02g1988011;Dcitr12g0283011;Dcitr02g1880011;Dcitr03g0476011;Dcitr01g0493011;Dcitr01g2095011;Dcitr02g1881011;Dcitr12g0285011;Dcitr13g0291011;Dcitr04g1194011;Dcitr03g1452011;Dcitr09g0773011;Dcitr01g0230011;Dcitr05g0789012;Dcitr13g0573011;Dcitr04g0619011;Dcitr03g0367011;Dcitr01g0865011;Dcitr05g0902011;Dcitr03g0364011;Dcitr05g0788011;Dcitr01g1073011;Dcitr12g0603011;Dcitr01g2054011;Dcitr00g0590011;Dcitr05g0789011;Dcitr01g1787011;Dcitr03g0365011;Dcitr05g1439011;Dcitr12g0705011;Dcitr01g0493012;Dcitr00g0818011;Dcitr00g0588011;Dcitr05g1577011;Dcitr12g0284011;Dcitr01g1240011;Dcitr01g0232011;Dcitr02g0968011;Dcitr01g1233011;Dcitr01g1192011;Dcitr04g1194012;Dcitr09g0772011;Dcitr05g1052011;Dcitr09g0456011;Dcitr03g1466011;Dcitr09g0454011;Dcitr03g1260011;Dcitr05g1060011;Dcitr05g0904011;Dcitr00g0320011;Dcitr05g1580011;Dcitr09g0456012;Dcitr01g0867011;Dcitr04g0617011;Dcitr13g0574011;Dcitr01g1336011
Reactome: R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	2	Dcitr07g0829011;Dcitr07g0830011
Reactome: R-HSA-1663150	The activation of arylsulfatases	4	Dcitr01g0268012;Dcitr01g0268011;Dcitr01g0266011;Dcitr01g0261011
Reactome: R-HSA-881907	Gastrin-CREB signalling pathway via PKC and MAPK	1	Dcitr10g0993011
Reactome: R-HSA-8963901	Chylomicron remodeling	7	Dcitr13g0246011;Dcitr01g0566011;Dcitr05g1031011;Dcitr05g1032011;Dcitr08g0935011;Dcitr08g0932011;Dcitr00g1357011
Reactome: R-HSA-426496	Post-transcriptional silencing by small RNAs	11	Dcitr01g1267011;Dcitr00g0912013;Dcitr00g1077011;Dcitr01g1263012;Dcitr00g1425011;Dcitr04g1357011;Dcitr01g1263011;Dcitr00g0912012;Dcitr01g1261011;Dcitr00g0912011;Dcitr04g1357012
Reactome: R-HSA-111465	Apoptotic cleavage of cellular proteins	5	Dcitr04g0310011;Dcitr07g1279011;Dcitr03g1923011;Dcitr03g1922011;Dcitr03g1931011
Reactome: R-HSA-3000480	Scavenging by Class A Receptors	7	Dcitr05g1032011;Dcitr08g0932011;Dcitr08g0935011;Dcitr00g1357011;Dcitr13g0246011;Dcitr01g0566011;Dcitr05g1031011
Reactome: R-HSA-390450	Folding of actin by CCT/TriC	12	Dcitr05g1353011;Dcitr11g0787011;Dcitr00g0441011;Dcitr11g0306011;Dcitr02g0236011;Dcitr00g0795011;Dcitr11g0949011;Dcitr03g1869011;Dcitr01g0531011;Dcitr11g0793011;Dcitr06g0897011;Dcitr02g0238011
Reactome: R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	22	Dcitr07g0267011;Dcitr01g1817011;Dcitr11g0551011;Dcitr08g0750011;Dcitr00g0912011;Dcitr00g1077011;Dcitr04g0427011;Dcitr06g1447011;Dcitr07g0263011;Dcitr11g0551012;Dcitr02g0567011;Dcitr00g1425011;Dcitr00g1068011;Dcitr00g0947011;Dcitr00g0912012;Dcitr01g1816011;Dcitr02g0563011;Dcitr00g0912013;Dcitr01g0344011;Dcitr02g1818011;Dcitr02g1809011;Dcitr01g0345011
Reactome: R-HSA-2393930	Phosphate bond hydrolysis by NUDT proteins	6	Dcitr05g0355011;Dcitr08g0810011;Dcitr07g0151011;Dcitr05g0350011;Dcitr07g0151012;Dcitr08g0806011
Reactome: R-HSA-176407	Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	13	Dcitr06g1229011;Dcitr05g1014011;Dcitr02g1812011;Dcitr03g1467011;Dcitr00g1280011;Dcitr04g1246011;Dcitr06g1501011;Dcitr07g0910011;Dcitr02g1815011;Dcitr06g1498011;Dcitr03g1458011;Dcitr05g1011011;Dcitr07g0908011
Reactome: R-HSA-4720454	Defective ALG9 causes ALG9-CDG (CDG-1l)	2	Dcitr09g0659011;Dcitr09g0660011
